,位置,背番号,選手名,打率,試合,打席,打数,安打,二塁打,三塁打,本塁打,塁打,打点,得点,三振,四球,死球,犠打,犠飛,盗塁,盗塁死,併殺打,出塁率,長打率,ＯＰＳ,得点圏,失策,Team
1,捕,12,コナー・ウォン,.235,126,403,371,87,25,2,9,143,36,55,134,22,6,3,1,8,2,4,.288,.385,.673,.217,11,ボストン・レッドソックス
2,内,10,トレバー・ストーリー,.203,43,168,158,32,9,0,3,50,14,12,55,9,1,0,0,10,3,2,.250,.316,.566,.196,2,ボストン・レッドソックス
3,内,11,ラファエル・ディバース,.271,153,656,580,157,34,0,33,290,100,90,126,62,11,0,3,5,1,15,.351,.500,.851,.289,19,ボストン・レッドソックス
4,内,17,ルイス・ウリアス,.194,52,177,144,28,6,0,3,43,18,18,41,21,10,0,0,0,0,4,.337,.299,.636,.310,3,ボストン・レッドソックス
5,内,19,パブロ・レイエス,.287,64,185,167,48,9,0,2,63,20,27,21,14,0,2,2,7,2,3,.339,.377,.716,.238,7,ボストン・レッドソックス
6,内,29,ボビー・ダルベック,.204,21,53,49,10,2,0,1,15,1,6,28,4,0,0,0,1,0,0,.264,.306,.570,.000,1,ボストン・レッドソックス
7,内,36,トリストン・カサズ,.263,132,502,429,113,21,2,24,210,65,66,126,70,1,0,2,0,0,7,.367,.490,.856,.250,5,ボストン・レッドソックス
8,内,43,ラウル・モンデシー,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ボストン・レッドソックス
9,内,47,エンマニュエル・バルデス,.266,49,149,139,37,8,0,6,63,19,17,37,8,1,0,0,5,1,4,.311,.453,.764,.243,7,ボストン・レッドソックス
10,内,70,デービッド・ハミルトン,.121,15,39,33,4,2,0,0,6,0,2,10,6,0,0,0,2,1,1,.256,.182,.438,.000,2,ボストン・レッドソックス
11,外,7,吉田正尚,.289,140,580,537,155,33,3,15,239,72,71,81,34,7,0,2,8,0,20,.338,.445,.783,.266,3,ボストン・レッドソックス
12,外,16,ジャレン・デュラン,.295,102,362,332,98,34,2,8,160,40,46,90,24,3,0,2,24,2,3,.346,.482,.828,.319,1,ボストン・レッドソックス
13,外,18,アダム・デュバル,.247,92,353,320,79,24,2,21,170,58,45,110,22,6,0,5,4,0,0,.303,.531,.834,.230,0,ボストン・レッドソックス
14,外,30,ロブ・レフスナイダー,.248,89,243,202,50,9,1,1,64,28,31,47,33,5,1,1,7,2,8,.365,.317,.682,.281,0,ボストン・レッドソックス
15,外,43,セダン・ラファエラ,.241,28,89,83,20,6,0,2,32,5,11,28,4,1,0,1,3,1,2,.281,.386,.666,.182,1,ボストン・レッドソックス
16,外,52,ウィルヤー・アブレイユ,.316,28,85,76,24,6,0,2,36,14,10,23,9,0,0,0,3,1,0,.388,.474,.862,.333,1,ボストン・レッドソックス
17,外,99,アレックス・バードゥーゴ,.264,142,602,546,144,37,5,13,230,54,81,93,45,6,0,5,5,3,11,.324,.421,.745,.250,3,ボストン・レッドソックス
18,指,2,ジャスティン・ターナー,.276,146,626,558,154,31,0,23,254,96,86,110,51,11,0,6,4,1,10,.345,.455,.800,.338,6,ボストン・レッドソックス
0,捕,38,ベン・ロートベット,.118,32,79,68,8,1,0,2,15,4,6,19,11,0,0,0,0,0,1,.241,.221,.461,.083,2,ニューヨーク・ヤンキース
1,捕,39,ホセ・トレビノ,.210,55,168,157,33,4,0,4,49,15,15,22,8,2,1,0,0,0,6,.257,.312,.570,.250,3,ニューヨーク・ヤンキース
2,捕,66,カイル・ヒガシオカ,.236,92,260,242,57,13,0,10,100,34,24,74,14,0,1,3,0,0,5,.274,.413,.687,.246,9,ニューヨーク・ヤンキース
3,捕,88,オースティン・ウェルズ,.229,19,75,70,16,6,0,4,34,13,8,14,3,0,0,1,0,0,3,.257,.486,.742,.174,1,ニューヨーク・ヤンキース
4,内,11,アンソニー・ボルペ,.209,159,601,541,113,23,4,21,207,60,62,167,52,5,1,2,24,5,10,.283,.383,.666,.204,17,ニューヨーク・ヤンキース
5,内,25,グレイバー・トーレス,.273,158,672,596,163,28,2,25,270,68,90,98,67,3,0,6,13,6,19,.347,.453,.800,.270,15,ニューヨーク・ヤンキース
6,内,26,ＤＪ・ラメーヒュー,.243,136,562,497,121,22,3,15,194,44,55,125,60,3,0,2,2,2,14,.327,.390,.718,.224,3,ニューヨーク・ヤンキース
7,内,48,アンソニー・リゾ,.244,99,421,373,91,14,0,12,141,41,45,97,35,12,0,1,0,3,10,.328,.378,.706,.253,4,ニューヨーク・ヤンキース
8,内,61,ジェイク・バウアーズ,.202,84,272,242,49,15,0,12,100,30,28,95,27,0,0,3,3,2,3,.279,.413,.693,.170,3,ニューヨーク・ヤンキース
9,内,91,オスワルド・ペラザ,.191,52,191,173,33,8,0,2,47,14,15,50,13,5,0,0,4,3,1,.267,.272,.539,.174,4,ニューヨーク・ヤンキース
10,外,12,アイザイア・カイナーファレファ,.242,115,361,326,79,12,1,6,111,37,39,70,28,3,1,3,14,5,12,.306,.340,.646,.288,6,ニューヨーク・ヤンキース
11,外,33,フランキー・コルデロ,.188,24,71,69,13,2,0,6,33,13,9,25,2,0,0,0,0,0,0,.211,.478,.690,.235,0,ニューヨーク・ヤンキース
12,外,57,ビリー・マキニー,.227,48,147,128,29,3,1,6,52,14,19,39,17,1,0,1,1,0,1,.320,.406,.726,.154,0,ニューヨーク・ヤンキース
13,外,80,エバーソン・ペレイラ,.151,27,103,93,14,4,0,0,18,10,6,40,8,2,0,0,4,0,1,.233,.194,.427,.250,0,ニューヨーク・ヤンキース
14,外,89,ジェイソン・ドミンゲス,.258,8,33,31,8,1,0,4,21,7,6,8,2,0,0,0,1,0,1,.303,.677,.980,.500,0,ニューヨーク・ヤンキース
15,外,90,エステバン・フロリアル,.230,19,71,61,14,3,1,0,19,8,5,20,7,2,0,1,3,0,0,.324,.311,.635,.313,1,ニューヨーク・ヤンキース
16,外,95,オスワルド・カブレラ,.211,115,330,298,63,11,0,5,89,29,35,72,25,2,3,2,8,0,6,.275,.299,.574,.229,5,ニューヨーク・ヤンキース
17,外,99,アーロン・ジャッジ,.267,106,458,367,98,16,0,37,225,75,79,130,88,0,0,3,3,1,5,.406,.613,1.019,.262,1,ニューヨーク・ヤンキース
18,指,27,ジアンカルロ・スタントン,.191,101,415,371,71,13,0,24,156,60,43,124,41,2,0,1,0,0,11,.275,.420,.695,.200,0,ニューヨーク・ヤンキース
0,捕,9,ダニー・ジャンセン,.228,86,301,268,61,15,0,17,127,53,38,62,23,10,0,0,0,0,3,.312,.474,.786,.254,6,トロント・ブルージェイズ
1,捕,30,アレハンドロ・カーク,.250,123,422,372,93,16,0,8,133,43,34,45,42,6,0,2,0,0,21,.334,.358,.692,.208,6,トロント・ブルージェイズ
2,捕,55,タイラー・ハイネマン,.237,22,47,38,9,1,1,0,12,3,5,8,8,1,0,0,1,0,0,.383,.316,.699,.429,0,トロント・ブルージェイズ
3,内,2,オレルビス・マルティネス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,トロント・ブルージェイズ
4,内,3,オット・ロペス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,トロント・ブルージェイズ
5,内,5,サンティアゴ・エスピナル,.248,93,254,230,57,14,0,2,77,25,30,36,18,3,2,1,2,1,5,.310,.335,.644,.254,9,トロント・ブルージェイズ
6,内,8,キャバン・ビジオ,.235,111,338,289,68,12,0,9,107,40,54,88,40,7,0,2,5,2,0,.340,.370,.710,.267,2,トロント・ブルージェイズ
7,内,11,ボ・ビシェット,.306,135,601,571,175,30,3,20,271,73,69,115,27,2,0,1,5,3,14,.339,.475,.814,.364,8,トロント・ブルージェイズ
8,内,15,ウィット・メリーフィールド,.272,145,592,547,149,27,0,11,209,67,66,101,36,3,0,6,26,10,15,.318,.382,.700,.296,5,トロント・ブルージェイズ
9,内,26,マット・チャプマン,.240,140,581,509,122,39,2,17,216,54,66,165,62,8,0,2,4,2,4,.330,.424,.755,.217,12,トロント・ブルージェイズ
10,内,27,ウラジーミル・ゲレロＪｒ．,.264,156,682,602,159,30,0,26,267,94,78,100,67,9,0,4,5,3,23,.345,.444,.788,.268,8,トロント・ブルージェイズ
11,内,28,アーニー・クレメント,.380,30,52,50,19,1,1,1,25,10,7,4,1,0,0,1,1,0,0,.385,.500,.885,.667,3,トロント・ブルージェイズ
12,内,36,デービス・シュナイダー,.276,35,141,116,32,12,1,8,70,20,23,43,21,4,0,0,1,0,2,.404,.603,1.008,.280,1,トロント・ブルージェイズ
13,内,48,スペンサー・ホーウィッツ,.256,15,44,39,10,2,0,1,15,7,5,12,4,1,0,0,0,0,1,.341,.385,.726,.231,0,トロント・ブルージェイズ
14,内,49,レオ・ヒメネス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,トロント・ブルージェイズ
15,内,57,アディソン・バーガー,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,トロント・ブルージェイズ
16,外,4,ジョージ・スプリンガー,.258,154,683,613,158,25,1,21,248,72,87,125,60,5,0,3,20,5,20,.327,.405,.732,.269,0,トロント・ブルージェイズ
17,外,25,ドールトン・バーショ,.220,158,581,527,116,23,3,20,205,61,65,135,45,4,1,3,16,7,5,.285,.389,.674,.218,1,トロント・ブルージェイズ
18,外,31,キャメロン・イーデン,.167,5,6,6,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,.167,.167,.333,.000,0,トロント・ブルージェイズ
19,外,38,ネイサン・ルークス,.192,29,31,26,5,1,1,0,8,2,4,9,4,0,0,1,0,0,1,.290,.308,.598,.000,0,トロント・ブルージェイズ
20,外,39,ケビン・キーアマイヤー,.265,129,408,370,98,21,6,8,155,36,58,86,29,4,1,4,14,1,9,.322,.419,.741,.222,3,トロント・ブルージェイズ
21,指,13,ブランドン・ベルト,.254,103,404,339,86,23,0,19,166,43,53,141,61,2,0,2,0,0,5,.369,.490,.858,.208,1,トロント・ブルージェイズ
0,捕,14,クリスティアン・ベタンコート,.225,104,332,315,71,16,0,11,120,33,49,91,13,0,1,3,1,0,6,.254,.381,.635,.242,4,タンパベイ・レイズ
1,捕,50,レネ・ピント,.252,39,105,103,26,3,0,6,47,16,10,34,2,0,0,0,0,0,2,.267,.456,.723,.290,1,タンパベイ・レイズ
2,内,1,ジュニオール・カミネロ,.235,7,36,34,8,1,0,1,12,7,4,8,2,0,0,0,0,0,2,.278,.353,.631,.444,1,タンパベイ・レイズ
3,内,2,ヤンディ・ディアス,.330,137,600,525,173,35,0,22,274,78,95,94,65,8,0,2,0,1,16,.410,.522,.932,.365,4,タンパベイ・レイズ
4,内,6,テーラー・ウォールズ,.201,99,349,303,61,12,2,8,101,36,50,92,44,1,1,0,22,1,1,.305,.333,.638,.244,8,タンパベイ・レイズ
5,内,8,ブランドン・ロー,.231,109,436,377,87,15,1,21,167,68,58,119,50,6,0,3,7,0,8,.328,.443,.771,.303,8,タンパベイ・レイズ
6,内,9,トリスタン・グレイ,.400,2,5,5,2,0,0,1,5,1,1,0,0,0,0,0,0,0,0,.400,1.000,1.400,.000,0,タンパベイ・レイズ
7,内,17,アイザック・パレデス,.250,143,571,492,123,24,0,31,240,98,71,104,58,20,0,1,1,0,11,.352,.488,.840,.295,11,タンパベイ・レイズ
8,内,25,カーティス・ミード,.253,24,92,83,21,3,1,1,29,5,12,21,7,2,0,0,0,0,3,.326,.349,.675,.174,2,タンパベイ・レイズ
9,内,28,グレッグ・ジョーンズ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,タンパベイ・レイズ
10,内,37,オスレイビス・バサベ,.218,31,94,87,19,5,0,1,27,12,15,25,6,1,0,0,0,1,2,.277,.310,.587,.250,2,タンパベイ・レイズ
11,内,62,ジョナサン・アランダ,.230,34,103,87,20,4,1,2,32,13,13,31,13,2,0,1,0,0,1,.340,.368,.708,.316,2,タンパベイ・レイズ
12,外,7,ビダル・ブルーハン,.171,37,84,76,13,2,0,0,15,6,14,21,5,2,1,0,3,2,1,.241,.197,.438,.238,4,タンパベイ・レイズ
13,外,10,ライメル・タピア,.236,64,169,148,35,4,1,3,50,13,28,40,17,1,1,1,10,2,2,.317,.338,.655,.176,0,タンパベイ・レイズ
14,外,13,マヌエル・マーゴー,.264,99,336,311,82,21,1,4,117,38,39,55,18,4,0,3,9,3,6,.310,.376,.686,.293,3,タンパベイ・レイズ
15,外,15,ジョシュア・ロー,.292,135,501,466,136,33,2,20,233,83,71,124,31,1,0,3,32,3,6,.335,.500,.835,.339,2,タンパベイ・レイズ
16,外,22,ホセ・シリ,.222,101,364,338,75,13,2,25,167,56,58,130,20,2,1,3,12,3,5,.267,.494,.761,.271,2,タンパベイ・レイズ
17,外,55,ルーカス・レイリー,.249,118,406,357,89,23,3,19,175,49,56,128,28,18,1,2,14,3,2,.333,.490,.824,.209,1,タンパベイ・レイズ
18,外,56,ランディ・アロザレーナ,.254,151,654,551,140,19,3,23,234,83,95,156,80,18,0,5,22,10,10,.364,.425,.789,.292,0,タンパベイ・レイズ
19,指,43,ハロルド・ラミレス,.313,122,434,400,125,19,2,12,184,68,58,79,22,6,0,6,5,3,7,.353,.460,.813,.319,0,タンパベイ・レイズ
0,捕,24,ヤスマニー・グランダル,.234,118,405,363,85,14,0,8,123,33,33,86,36,4,0,2,0,0,11,.309,.339,.647,.170,4,シカゴ・ホワイトソックス
1,捕,26,コリー・リー,.077,24,70,65,5,1,0,1,9,3,4,20,5,0,0,0,0,0,0,.143,.138,.281,.083,4,シカゴ・ホワイトソックス
2,捕,36,カルロス・ペレス,.204,27,53,49,10,4,0,1,17,3,5,11,4,0,0,0,0,0,2,.264,.347,.611,.118,2,シカゴ・ホワイトソックス
3,内,1,エルビス・アンドルス,.251,112,406,374,94,20,1,6,134,44,39,71,25,4,1,2,12,4,11,.304,.358,.662,.301,12,シカゴ・ホワイトソックス
4,内,7,ティム・アンダーソン,.245,123,524,493,121,18,2,1,146,25,52,122,26,3,0,2,13,2,15,.286,.296,.582,.289,15,シカゴ・ホワイトソックス
5,内,10,ヨアン・モンカダ,.260,92,357,334,87,20,1,11,142,40,39,107,20,2,0,1,1,0,6,.305,.425,.730,.217,6,シカゴ・ホワイトソックス
6,内,12,ロミー・ゴンザレス,.194,43,97,93,18,4,2,3,35,14,11,36,2,0,1,1,7,0,0,.208,.376,.585,.316,1,シカゴ・ホワイトソックス
7,内,25,アンドルー・ボーン,.258,152,615,566,146,30,2,21,243,80,67,129,36,11,0,2,0,0,15,.314,.429,.743,.270,5,シカゴ・ホワイトソックス
8,内,28,ザック・レミラード,.252,54,160,147,37,7,0,1,47,18,16,48,8,1,4,0,4,3,3,.295,.320,.615,.441,4,シカゴ・ホワイトソックス
9,内,50,レニン・ソサ,.201,52,173,164,33,6,0,6,57,14,12,40,5,0,3,1,0,1,3,.224,.348,.571,.107,3,シカゴ・ホワイトソックス
10,内,55,ホセ・ロドリゲス,.000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,シカゴ・ホワイトソックス
11,内,82,ブライアン・ラモス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,シカゴ・ホワイトソックス
12,外,15,クリント・フレージャー,.197,33,76,66,13,1,1,0,16,3,10,23,10,0,0,0,4,2,0,.303,.242,.545,.286,1,シカゴ・ホワイトソックス
13,外,22,オスカー・コラス,.216,75,263,245,53,9,0,5,77,19,32,71,12,2,2,2,4,3,5,.257,.314,.571,.224,6,シカゴ・ホワイトソックス
14,外,23,アンドルー・ベニンテンディ,.262,151,621,562,147,34,2,5,200,45,72,89,52,3,1,3,13,2,12,.326,.356,.682,.333,4,シカゴ・ホワイトソックス
15,外,32,ギャビン・シーツ,.203,118,344,311,63,10,0,10,103,43,24,66,28,1,0,4,1,0,6,.267,.331,.599,.239,3,シカゴ・ホワイトソックス
16,外,43,トレイス・トンプソン,.163,72,179,153,25,2,0,6,45,17,17,77,24,2,0,0,2,0,1,.285,.294,.579,.154,0,シカゴ・ホワイトソックス
17,外,46,タイラー・ネークイン,.000,5,8,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,.000,.000,.000,.000,0,シカゴ・ホワイトソックス
18,外,51,アダム・ヘイズリー,.222,28,39,36,8,2,0,0,10,2,6,8,3,0,0,0,1,0,1,.282,.278,.560,.182,0,シカゴ・ホワイトソックス
19,外,88,ルイス・ロベルト,.264,145,595,546,144,36,1,38,296,80,90,172,30,12,0,2,20,4,10,.315,.542,.857,.212,3,シカゴ・ホワイトソックス
20,指,74,エロイ・ヒメネス,.272,120,489,456,124,23,0,18,201,64,50,93,30,1,0,2,0,0,13,.317,.441,.758,.325,0,シカゴ・ホワイトソックス
0,捕,23,ボー・ネイラー,.237,67,230,198,47,13,0,11,93,32,33,53,30,1,0,1,5,0,2,.339,.470,.809,.212,4,クリーブランド・ガーディアンズ
1,捕,35,キャム・ギャラガー,.126,56,149,143,18,6,0,0,24,7,6,46,4,1,0,1,0,0,3,.154,.168,.322,.132,3,クリーブランド・ガーディアンズ
2,内,0,アンドレス・ヒメネス,.251,153,616,557,140,27,5,15,222,62,76,112,32,20,4,3,30,6,10,.314,.399,.712,.238,6,クリーブランド・ガーディアンズ
3,内,2,タイラー・フリーマン,.242,64,168,153,37,7,0,4,56,18,20,30,10,2,2,1,5,0,3,.295,.366,.661,.317,4,クリーブランド・ガーディアンズ
4,内,6,ブライアン・ロチオ,.247,23,86,81,20,6,0,0,26,8,9,27,4,0,0,1,0,0,4,.279,.321,.600,.227,4,クリーブランド・ガーディアンズ
5,内,8,ホセ・テナ,.226,18,34,31,7,2,0,0,9,3,2,13,3,0,0,0,0,0,0,.294,.290,.584,.375,2,クリーブランド・ガーディアンズ
6,内,10,フアン・ブリト,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,クリーブランド・ガーディアンズ
7,内,11,ホセ・ラミレス,.282,156,691,611,172,36,5,24,290,80,87,73,73,1,0,6,28,6,8,.356,.475,.831,.212,14,クリーブランド・ガーディアンズ
8,内,12,デービッド・フライ,.238,58,113,101,24,6,0,4,42,15,12,30,8,4,0,0,2,0,3,.319,.416,.734,.320,3,クリーブランド・ガーディアンズ
9,内,17,アンヘル・マルティネス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,クリーブランド・ガーディアンズ
10,内,22,ジョシュ・ネイラー,.308,121,495,452,139,31,0,17,221,97,52,68,33,3,0,7,10,3,11,.354,.489,.842,.363,4,クリーブランド・ガーディアンズ
11,内,78,ジョンケンシ・ノエル,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,クリーブランド・ガーディアンズ
12,外,7,マイルズ・ストロー,.238,147,518,462,110,18,3,1,137,29,52,97,42,2,6,6,20,6,10,.301,.297,.597,.205,0,クリーブランド・ガーディアンズ
13,外,10,ラモン・ラウレアーノ,.224,105,404,361,81,18,4,9,134,35,46,114,33,9,0,1,12,1,9,.304,.371,.676,.198,7,クリーブランド・ガーディアンズ
14,外,13,ガブリエル・アーライアズ,.210,122,345,315,66,15,0,10,111,26,36,113,28,1,0,1,3,4,9,.275,.352,.628,.136,6,クリーブランド・ガーディアンズ
15,外,17,ウィル・ブレナン,.266,138,455,432,115,24,0,5,154,41,41,57,16,5,0,2,13,5,4,.299,.356,.655,.250,3,クリーブランド・ガーディアンズ
16,外,38,スティーブン・クワン,.268,158,718,638,171,36,7,5,236,54,93,75,70,3,1,6,21,3,9,.340,.370,.710,.292,4,クリーブランド・ガーディアンズ
17,外,39,オスカー・ゴンザレス,.214,54,180,173,37,7,2,2,54,12,15,46,5,1,0,1,0,0,2,.239,.312,.551,.209,0,クリーブランド・ガーディアンズ
18,外,56,コール・カルフーン,.217,43,174,157,34,7,0,6,59,25,18,37,13,2,0,2,0,1,3,.282,.376,.657,.148,0,クリーブランド・ガーディアンズ
19,外,76,ジョージ・バレラ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,クリーブランド・ガーディアンズ
0,捕,15,カーソン・ケリー,.206,52,151,136,28,5,0,2,39,13,13,40,14,0,0,1,1,0,2,.278,.287,.565,.194,0,デトロイト・タイガース
1,捕,33,ドニー・サンズ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,デトロイト・タイガース
2,捕,34,ジェーク・ロジャーズ,.221,107,365,331,73,11,0,21,147,49,47,118,28,3,1,2,1,1,6,.286,.444,.730,.195,7,デトロイト・タイガース
3,内,9,ニコラス・マトン,.173,93,293,249,43,9,0,8,76,32,29,73,38,3,1,2,1,2,4,.288,.305,.593,.246,8,デトロイト・タイガース
4,内,18,タイラー・ネビン,.200,41,111,95,19,3,1,2,30,10,11,25,12,3,0,1,0,1,1,.306,.316,.622,.185,3,デトロイト・タイガース
5,内,20,スペンサー・トーケルソン,.233,159,684,606,141,34,1,31,270,94,88,171,67,6,0,5,3,0,15,.313,.446,.758,.208,11,デトロイト・タイガース
6,内,27,アンドレ・リプシウ,.286,13,38,35,10,1,0,1,14,4,3,8,3,0,0,0,0,0,1,.342,.400,.742,.250,2,デトロイト・タイガース
7,内,28,ハビエル・バエス,.222,136,547,510,113,18,4,9,166,59,58,125,24,9,0,3,12,0,12,.267,.325,.593,.312,19,デトロイト・タイガース
8,内,32,ライアン・クレイドラー,.111,11,18,18,2,0,0,0,2,0,2,7,0,0,0,0,0,0,0,.111,.111,.222,.000,0,デトロイト・タイガース
9,内,39,ザック・マッキンストリー,.231,148,518,464,107,21,4,9,163,35,60,113,44,5,2,3,16,6,3,.302,.351,.654,.202,9,デトロイト・タイガース
10,内,46,ウェンシール・ペレス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,デトロイト・タイガース
11,内,59,ザック・ショート,.204,112,253,221,45,9,0,7,75,33,17,66,28,0,3,1,5,0,3,.292,.339,.631,.290,8,デトロイト・タイガース
12,内,77,アンディ・イバネス,.264,114,383,356,94,23,2,11,154,41,42,69,24,1,1,1,1,0,7,.312,.433,.744,.274,7,デトロイト・タイガース
13,内,-,エディス・レオナルド,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,デトロイト・タイガース
14,外,8,マシュー・ビアーリング,.261,134,530,479,125,21,5,10,186,44,63,112,44,5,1,1,6,6,8,.329,.388,.717,.211,2,デトロイト・タイガース
15,外,17,オースティン・メドーズ,.238,6,21,21,5,1,0,0,6,2,0,3,0,0,0,0,0,0,0,.238,.286,.524,.333,0,デトロイト・タイガース
16,外,22,パーカー・メドウズ,.240,37,145,125,30,4,2,3,47,13,19,37,17,2,0,1,8,1,0,.338,.376,.714,.176,0,デトロイト・タイガース
17,外,30,ケリー・カーペンター,.278,118,459,418,116,17,2,20,197,64,57,115,32,8,0,1,6,0,5,.340,.471,.811,.303,3,デトロイト・タイガース
18,外,31,ライリー・グリーン,.288,99,416,378,109,19,4,11,169,37,51,114,35,1,0,2,7,0,7,.349,.447,.796,.250,5,デトロイト・タイガース
19,外,60,アキル・バドゥ,.218,112,357,312,68,13,1,11,116,34,40,89,42,0,2,1,14,3,4,.310,.372,.682,.257,2,デトロイト・タイガース
20,指,24,ミゲル・カブレラ,.257,98,370,334,86,20,0,4,118,34,21,74,31,2,0,3,0,0,11,.322,.353,.675,.229,0,デトロイト・タイガース
0,捕,13,サルバドール・ペレス,.255,140,580,538,137,21,0,23,227,80,59,135,19,13,0,8,0,0,11,.292,.422,.714,.301,2,カンザスシティ・ロイヤルズ
1,捕,34,フレディー・フェルミン,.281,70,235,217,61,10,1,9,100,32,26,50,13,1,1,3,0,0,11,.321,.461,.781,.262,9,カンザスシティ・ロイヤルズ
2,捕,79,タイラー・クロップリー,.167,2,7,6,1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,.143,.167,.310,.000,0,カンザスシティ・ロイヤルズ
